Id_Number,Location,Burrito,Date,Neighborhood,Address,URL,Yelp,Google,Chips,Cost,Hunger,Mass (g),Density (g/mL),Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Reviewer,Notes,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini
326,California burritos,California everything,4/7/2017,,,,,,,6.5,4.5,520,0.6265060241,22.5,21.5,0.83,4.5,3,3.5,4.5,3.5,4,3.5,4.3,4.3,4.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,California burritos,California everything,4/7/2017,,,,,,,6.5,4,476,0.56,23,21.5,0.85,4,3.5,4.5,4,3.5,4.5,4,4,4.5,4,,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,California burritos,California everything mini,4/7/2017,,,,,,,4.75,4,,,18,17,0.41,4,4,4.5,4.3,4.5,4.5,4.8,4.8,5,4.5,,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,California burritos,Surf & Turf,4/7/2017,,,,,,,6.75,4,560,0.5656565657,24.5,22.5,0.99,4,4,4,3.5,3.5,3,2,3.5,3.5,3.5,,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,California burritos,California everything,4/7/2017,,,,,,,6.5,4,,,21.3,23.8,0.96,3,3,4,4,4,4,3,4,4,4,,Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,California burritos,Surf & Turf,4/7/2017,,,,,,,6.75,4,,,,,,3,5,5,,,5,,4,5,4.5,,Justin C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Los palmitos,California,4/23/2017,Clairemont,5145 Clairemont Mesa Blvd,https://www.yelp.com/biz/los-palmitos-taco-shop-san-diego,4,4.1,x,7.1,4,,,22.5,23,0.95,4.5,5,3.8,3.8,4,4,3.9,4.3,5,4.3,,Scott,red-orange salsa has a slight fruity flavor that's really good,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Los palmitos,Surf & Turf,4/23/2017,Clairemont,5145 Clairemont Mesa Blvd,https://www.yelp.com/biz/los-palmitos-taco-shop-san-diego,4,4.1,x,8.25,3.5,,,20,24,0.92,3.5,4,4,3,3.5,4.5,3.5,3.5,5,3.6,,Emily,Rice was plain. Also don't like rice in burrito,,,X,,X,,,,,,X,,X,,,,,,,X,,,,,,,,,,,,,,,,,
334,Taco Villa,Carnitas,4/25/2017,,,,,,,5.99,4,450,0.703125,20,20,0.64,2,4.5,4.5,3,3.8,4.4,2.5,3.5,3,4,,Scott,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Taco Villa,Carnitas,4/25/2017,,,,,,,5.99,4,,,18.5,20,0.59,4,4,4,3,4,3.5,2.5,3.5,5,3.5,,Richard,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Lupe's Taco Shop,TGunz,4/25/2017,,,,,,,10,3,920,0.5974025974,23,29,1.54,3,4,3.2,3.5,1.8,1.8,3.5,3.7,3.5,3.9,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Lupe's Taco Shop,TGunz,4/25/2017,,,,,,,10,4.2,925,0.6006493506,23,29,1.54,3,4.5,3.5,3.5,2.5,2,3,3.5,4.5,3.5,,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Filiberto's,Adobada,5/2/2017,Encinitas,476 S Coast Hwy 101,https://www.yelp.com/biz/filibertos-encinitas-2,3,3.8,,6.25,4.4,,,,,,4.2,4.5,4,3,5,3.8,2.5,3,5,3.7,,Scott,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Filiberto's,California,5/2/2017,Encinitas,476 S Coast Hwy 101,https://www.yelp.com/biz/filibertos-encinitas-2,3,3.8,,6.25,3,,,,,,4.5,4.5,3.7,3.5,4,3.5,3,4,4.5,4,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Don Carlos Taco Shop,California,5/9/2017,La Jolla,737 Pearl St,https://www.yelp.com/biz/don-carlos-taco-shop-la-jolla,4,4.5,,7.75,5,,,18,22.5,0.73,3.5,4.2,3.3,3.7,4,4,2.9,3,5,3.7,,Scott ,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Don Carlos Taco Shop,California,5/9/2017,,,,,,,7.75,2.5,,,20,22.5,0.81,4,4,2.6,3.6,4,4,3.6,4,4,2.9,,Luis,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Los Tacos 2,Al pastor tradicional ,5/13/2017,Oceanside,3480 Marron Rd,https://www.yelp.com/biz/los-tacos-oceanside-2,4.5,5,,8.25,3.8,430,0.6323529412,22.5,19.5,0.68,4,,4,3,3,2.5,4,3,5,3.6,,Scott,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Rubios UCSD,Grilled fish salmon,5/17/2017,,,,,,,8.99,4,350,0.7446808511,15.5,19.5,0.47,3.5,3,3.5,3.5,4,2,4,4,4,3.4,,Tom,,,,,,,,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,x,
344,Rigoberto's Taco Shop,California,5/17/2017,,,,,,,6.85,4,,,23.5,23,0.99,3.5,5,3.3,3,5,2,3,3.8,3.5,3.9,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Rigoberto's Taco Shop,California,5/17/2017,,,,,,,6.85,4,,,23.5,23.5,1.03,4,5,4,4,5,3.5,2,3.5,4,4,,Elynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,El Dorado Mexican Food,California,5/26/2017,,,,,,,7.4,3.3,,,19.5,24.5,0.93,5,4,4.2,3.5,2.9,3,4,4,4,4,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,El Dorado Mexican Food,California,5/26/2017,,,,,,,7.4,3.5,,,19.5,26.5,1.09,4.5,4,4,3.5,3,3,2.5,4,3.8,3.8,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Los Tacos 2,Cheese steak,5/29/2017,,,,,,,9.95,4.2,600,0.7792207792,22,21,0.77,3.5,5,3,1.5,3,2.5,3,2.2,2.5,2.8,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Roberto's Taco Shop Hillcrest,Asada,5/30/2017,Hillcrest,420 Robinson Ave,https://www.yelp.com/biz/robertos-taco-shop-hillcrest-san-diego,4,4.2,,7,3.5,450,0.625,19.5,21.5,0.72,4,4,2,2.5,4.5,4,3,2.9,4.5,2.8,,Scott,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Roberto's Taco Shop Hillcrest,California Surf and Turf,5/30/2017,Hillcrest,420 Robinson Ave,https://www.yelp.com/biz/robertos-taco-shop-hillcrest-san-diego,4,4.2,,9,3,,,24,22,0.92,3.5,4,4,4,4.5,4.5,2,3.5,4,4,,Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Roberto's Taco Shop Hillcrest,California,5/30/2017,Hillcrest,420 Robinson Ave,https://www.yelp.com/biz/robertos-taco-shop-hillcrest-san-diego,4,4.2,,7,3.5,,,23,21.5,0.85,3,3,2,2,3,2,3,2,3,2.2,,Tom,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Burros and Fries,Shrimp california,6/4/2017,,,,,,,6.99,4,580,0.8656716418,21,20,0.67,3,4,4,2.5,2.5,3,3,3,5,3,,Emily,too many fries. Not great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Burros and Fries,California,6/4/2017,,,,,,,7.19,3.5,635,0.7839506173,21,22,0.81,3.5,4.5,3.5,3.5,3,3.5,4,3.5,5,3.8,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Taco Stand Encinitas ,California,6/10/2017,,,,,,,7.89,4,,,19,22.5,0.77,3,,4.5,4,4.5,4.5,4.5,4.8,3.3,4.7,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Taco Stand Encinitas,California,6/10/2017,,,,,,,7.89,4,,,18,21.5,0.66,3,,4,4,4.5,4,4.5,4.5,5,4.5,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Cotixan,California,6/16/2017,,,,,,,6.9,4.3,550,0.6875,19,23,0.8,3,3,3.5,3.5,3.5,3.5,3.8,4,5,3.7,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Vallarta Express,Surf & Turf,6/24/2017,,,,,,,8.55,3,610,0.7261904762,20,23,0.84,3,2.5,3,3,3.5,2.8,3.5,2.8,1.5,3,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Vallarta Express,California,6/24/2017,,,,,,,7.8,2.5,620,0.6326530612,20.5,24.5,0.98,3,2,3.5,3,3,4,3,3.8,4.5,3.5,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Caliente Mexican Food,carne asada ,7/6/2017,Sorrento Valley,11815 Sorrento Valley Rd,https://www.yelp.com/biz/caliente-mexican-food-san-diego,3.5,4.4,,5.56,2.5,420,0.6176470588,21.5,20,0.68,2.5,3,2.5,3.5,4.5,4.5,3.7,3.3,4.5,3.5,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Caliente Mexican Food,carne asada ,7/6/2017,Sorrento Valley,11815 Sorrento Valley Rd,https://www.yelp.com/biz/caliente-mexican-food-san-diego,3.5,4.4,,5.56,4,,,21,21.5,0.77,4,4,4,3,4,2,4,3,3,4,,Chris G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Caliente Mexican Food,fried fish,7/6/2017,Sorrento Valley,11815 Sorrento Valley Rd,https://www.yelp.com/biz/caliente-mexican-food-san-diego,3.5,4.4,,5.56,3.5,,,22.5,19,0.65,3.5,3,,3.5,3,4,4.5,3.5,4,3.5,,Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Caliente Mexican Food,California,7/6/2017,Sorrento Valley,11815 Sorrento Valley Rd,https://www.yelp.com/biz/caliente-mexican-food-san-diego,3.5,4.4,,6.47,4,,,23,22,0.89,1,2,2,2,3,3,1,2,3,2,,Erik K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Burrito Factory,Steak everything ,7/13/2017,Austin,2025 Guadalupe St,https://www.yelp.com/biz/burrito-factory-austin,4.5,4.8,,7.35,3.5,,,17,23,0.72,3.2,3,3.5,3.5,3,3.3,3,3.8,2,3.5,,Scott,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Taco Villa,Carne asada,7/12/2017,,,,,,,6.99,3,,,,,,3,4.5,2,3,2.5,4,2,2,4,2,,Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Taco VIlla,California,7/19/2017,,,,,,,6.99,4,,,20.5,21.5,0.75,4,,3.5,3.5,3.5,3.5,3.5,3.5,5,3.7,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Los Tacos 2,Local,7/22/2017,,,,,,,8.5,3.8,,,23,22,0.89,4,4.5,3,4,3,2.5,3.5,3.5,3,4,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Los Tacos 2,Local,7/22/2017,,,,,,,8.5,4,,,22,21,0.77,4,4,3.75,4,3.5,3.5,4,5,3.5,4,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Valentines Mexican Food,Carne asada,8/7/2017,,,,,,,6.75,4,,,19.5,21,0.68,4,4.5,3.5,3.5,4.5,4.5,3,3.5,4,3.9,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Valentines Mexican Food,California,8/7/2017,,,,,,,7.9,4,,,22,25,1.09,4,5,5,5,5,5,5,4,3.5,4.8,,Simon,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Vallarta Express,California,8/9/2017,,,,,,,8.35,4.5,,,21,23,0.88,3,3,4,3,4,2.5,4,4.5,4,4.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Lalo's Tacos,California,8/11/2017,Hillcrest,1266 University Ave,https://www.yelp.com/biz/lalos-tacos-san-diego-2,3,3.9,,7.75,3,,,,,,3.75,5,3,3.5,5,5,2,3,2.8,2.8,N,Daniel A,,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Roberto's Taco Shop Hillcrest,Golden State,8/14/2017,,,,,,,25,4,,,21.5,24,0.99,3.8,4.4,4,3.8,4,4,4,4,5,4.2,,Scott,Good. but just get a regular Cali.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Roberto's Taco Shop Hillcrest,California,8/14/2017,,,,,,,7,4,,,19.5,21.5,0.72,4.5,5,4,4,4,3.7,3.8,4.6,4.8,4.2,,Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Kotija Jr,California,8/19/2017,Del Mar,2668 Del Mar Heights Rd,https://www.yelp.com/biz/kotija-jr-taco-shop-del-mar,4,4.2,,6.99,4,550,0.7857142857,20,21,0.7,4,5,3.5,3.8,3,2.5,3.3,4,5,3.7,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Kotija Jr,Steak fajitas,8/19/2017,Del Mar,2668 Del Mar Heights Rd,https://www.yelp.com/biz/kotija-jr-taco-shop-del-mar,4,4.2,,7.1,3,,,21,22,0.81,3.5,5,4,4,4.5,4.75,3.75,4,5,4.2,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,El Rey Moro,Hashbrown,8/20/2017,,,,,,,6.47,4,450,0.625,22.5,20,0.72,3,3,2,2.5,1.5,2.5,2.5,3,5,3.2,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,El Rey Moro,Hashbrown,8/20/2017,,,,,,,8.94,3.5,,,21.5,22,0.83,2.5,3.5,3.5,3.5,3.5,4,3,3.5,4.5,3.8,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Taco Villa,Carnitas,8/25/2017,,,,,,,5.99,2,,,20,21.5,0.74,2,2.5,4,3,4,3.5,3,3,5,3.8,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Taco Villa,Carne asada,8/25/2017,,,,,,,6.99,3.5,,,,,,4,4,4,4.5,4,3.5,4,4,4,4.3,,Nuttida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Los Tacos,Local,9/4/2017,,,,,,,8.5,3.5,540,0.6835443038,21.5,21.5,0.79,3.5,4,4.5,4,3,4,3.5,4.5,5,4.3,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Los Tacos,Local,9/4/2017,,,,,,,8.5,3.5,540,0.6136363636,21,23,0.88,4,4,4,4.5,4.2,4.5,4,4.5,4.8,4.5,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Rigoberto's Taco Shop,California ,9/5/2017,,,,,,,6.85,3.5,,,22.5,22.5,0.91,3,4.5,3.8,3.8,4,3.5,3.5,4,3,4.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Rigoberto's Taco Shop,California ,9/5/2017,,,,,,,6.85,3.5,,,22.2,22.5,0.89,3,4.5,4,4,4.5,3,4,4,3.5,4.25,,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Burrito Box,Steak with guacamole,12/16/2017,New York,885 9th Ave,https://www.yelp.com/biz/the-burrito-box-new-york,4,4.5,x,11.5,3.5,,,15,25,0.75,2,2,4,3.5,3,4.5,3.5,4,2,3.5,,Scott,Maybe a little better than chipotle. Or at least more authentic.,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Taco Stand,California ,12/29/2017,,,,,,,7.89,4,,,19,23,0.8,4,3,4,4,3,4,3.5,4.3,4.5,4.2,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Taco Stand,California ,12/29/2017,,,,,,,7.89,5,,,20,21.5,0.74,5,5,5,5,4,4,5,5,3,4.5,,Ben S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Lolita's Taco Shop,California,1/2/2018,,,,,,,7.25,4,,,,,,4,5,4,5,5,3,3,4,5,3.5,Y,Ben S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,El Patron,Breakfast,1/9/2018,National City,5065 Logan Ave,https://www.yelp.com/biz/el-patron-mexican-food-san-diego,4.5,3.8,,4.19,3,,,,,,3,5,2,2,4,1,4,3,4,2,N,Bernie form,They normally do better but this was a real disappointment. They eggs were over salted and dry while the beans were bland and runny. ,x,,,,,x,,x,,,,,,x,,,,,,,,,,,,x,,,,,x,,,,,,
389,La Posta de Acapulco,California,1/12/2018,Hillcrest,3980 Third Ave,https://www.yelp.com/biz/la-posta-de-acapulcos-san-diego-2,3.5,4.3,,7,5,,,,,,5,5,5,5,5,5,4,5,5,4.8,Y,Chris form,best burrito in San Diego,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Los Tacos 2,Local,1/12/2018,,,,,,,8.5,4,,,21,23.5,0.92,4,4,3,3.5,1,2,3,3,1,3,N,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Rigoberto's Taco Shop,Carne asada,4/4/2018,,,,,,,7.2,3,,,24.5,22.7,1,4,5,4,3,3,3,4,3,4,4,,Han Mee,"Meat is cooked well with good overall flavor, could use a little more salk",,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Taco Villa,Carnitas,4/9/2018,,,,,,,5.99,3,,,20,23,0.84,3.5,5,4.3,3.5,5,4,3,3.8,2,4.1,,Scott,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Taco Villa,Carnitas,4/9/2018,,,,,,,5.99,3.5,,,17.5,24,0.8,4,4.5,5,4.5,5,4,4,4.5,4,4,,Nuttida ,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Taco Villa,Carnitas,4/9/2018,,,,,,,5.99,2,,,19,24.5,0.91,2,3.5,4.5,4,4,2,3,4,2,3.5,,Elynn,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Mikes Taco Club,California,4/14/2018,,,,,,,8.99,4,,,25,23,1.05,4.5,4.5,4,4,3,4,3.5,4,3,4.2,,Scott,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Mikes Taco Club,California,4/14/2018,,,,,,,8.99,4,,,24,22,0.92,4.5,5,3.5,4,4,4,,2.5,1.5,3.8,,Sage,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Taco Villa,Chile Verde (pork),4/16/2018,,,,,,,5.99,3.5,,,17,21.5,0.63,4,4.5,3.5,3,4.5,3,3,2.5,2.5,3.6,,Scott,,,,,,,,,,x,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,
398,El Zarape,Supreme chicken,4/16/2018,,,,,,,7.5,4,,,18,22,0.69,4,4,3.5,4.2,4.5,4.3,3,4,4.5,3.8,,Tom,,,,,,x,x,,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,
399,Taco Villa,Carnitas,4/20/2018,,,,,,,5.99,3,,,20,20.5,0.67,2,5,4.5,3.5,4.5,4.5,2.5,3.5,1.5,4,,Scott,so greasy. But grilled onions are good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Taco Villa,Carnitas ,4/20/2018,,,,,,,5.99,5,,,22,19,0.63,4,4.5,3.5,4,4,3.5,4,4,3.5,4,,Nuttida,it was greasy. But he grilled onions made it good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Lucha Libre Carlsbad ,Alambre california,4/21/2018,Carlsbad,2525 El Camino Real,https://www.yelp.com/biz/lucha-libre-gourmet-taco-shop-carlsbad,3.5,3.8,,8.5,3.2,,,18,23,0.76,3.8,4,4,4,3.8,3.4,4.3,4,5,4.1,,Scott,Not much bacon flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Lucha Libre Carlsbad ,Surfin california,4/21/2018,Carlsbad,2525 El Camino Real,https://www.yelp.com/biz/lucha-libre-gourmet-taco-shop-carlsbad,3.5,3.8,,9.5,3,,,19,24,0.87,3.5,3,3.8,4,3.8,4.5,4.5,4,5,3.9,,Emily,Bad shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Lucha Libre Carlsbad ,Ado-haba california,4/29/2018,Carlsbad,2525 El Camino Real,https://www.yelp.com/biz/lucha-libre-gourmet-taco-shop-carlsbad,3.5,3.8,,8.5,3.2,,,19.5,21.5,0.72,3.5,1,3,3,3.4,4,4.5,3,4,3.1,,Scott,Had been made too early for pickup and got cold. Small in size ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Lucha Libre Carlsbad ,Ala tingada california,4/29/2018,Carlsbad,2525 El Camino Real,https://www.yelp.com/biz/lucha-libre-gourmet-taco-shop-carlsbad,3.5,3.8,,8.5,3,,,18,19,0.52,3,2.5,3.5,3,1,1,4,3.5,5,1.5,,Emily,tortilla became a filling half of the side. Puny size.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Taco Villa,California,5/1/2018,,,,,,,6.99,4,,,18,23,0.76,3.5,3,3.2,3.2,3.2,4,3,2.5,4.5,3.2,,Scott,I ordered carnitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Taco Villa,Carnitas,5/7/2018,,,,,,,5.99,3.5,,,19.5,21,0.68,2.5,3,4,3.5,2.5,2.5,3.3,3,4,3.7,,Scott,Worse than usual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Taco Villa,Carnitas,5/7/2018,,,,,,,5.99,3.5,,,18.5,24,0.85,4,4,4.5,4,4.5,5,4,4,,4.5,,Nuttida,I like the onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Tony's Fresh Mexican Food,La Paz,5/22/2018,,,,,,,9.99,5,,,20,22,0.77,4,4,3,3,5,3.5,,3,4.5,4,,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Tony's Fresh Mexican Food,La Paz,5/22/2018,,,,,,,9.99,4,,,20,22,0.77,5,5,3,3,4,4,2,4,3,4,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Tony's Fresh Mexican Food,Adobada,5/22/2018,,,,,,,7.39,4,,,24,21,0.84,5,4,4,3,4,5,4,4,5,4,,Nick G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Tony's Fresh Mexican Food,Adobada,5/22/2018,,,,,,,7.39,4.5,,,21,22.5,0.85,3.5,4.5,4,3.5,2,1,3.5,3.5,4,3.5,,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Tony's Fresh Mexican Food,Veggie,5/22/2018,,,,,,,7.39,4,,,22,20,0.7,3,5,,3,,4,,3,4,3.5,,Erin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Taco Stand,California,11/6/2018,,,,,,,8,4,,,21.5,24,0.99,5,5,5,4.5,5,5,5,5,5,4.9,,Jeff,Very unique seasoning tortilla didn't feel heavy at all. Charness is very subjective. Great balance. Didn't burn mouth. Not cold. Would marry.,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Kotija Jr,California,8/24/2019,,,,,,,8,4,,,,,,4,4.5,3.5,4,4,5,4.7,4,5,4.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Valentine's Mexican Food,Pollo asado,8/27/2019,,,,,,,5.5,2,,,19,23,0.8,4.5,5,5,3.5,4,4.5,4,4.9,4.5,4.8,,Claire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Valentine's Mexican Food,Carne asada,8/27/2019,,,,,,,6.75,3,,,19,25,0.94,3,4,4,3,4,4,3,3,5,4,,Derek,nom nom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Valentine's Mexican Food,Al Pastor,8/27/2019,,,,,,,6,3,,,17.5,21.5,0.64,4,4,4.5,4,3,3,4.5,4,4.5,4,,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Valentine's Mexican Food,California,8/27/2019,,,,,,,7.9,2,,,17,22,0.65,4.5,3,4,4.5,2.5,3.5,4,5,5,4.25,,Aaron K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Valentine's Mexican Food,Al Pastor,8/27/2019,,,,,,,6,1,,,17,20.5,0.57,5,4,3.5,,4,4,2,2,5,3.5,,Anon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Valentine's Mexican Food,Chile Relleno,8/27/2019,,,,,,,6,4,,,19,26,1.02,4,5,,3.5,4,4,5,4,3,4,,Bonnie,non-symmetric wrapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Valentine's Mexican Food,California,8/27/2019,,,,,,,7.9,3,,,20,22,0.77,4,4,4,3.7,3,2,3.5,4,4.5,3.5,,Scott,way too small and not enough meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Valentine's Mexican Food,Shrimp,8/27/2019,,,,,,,7.9,3,,,22.5,24.5,1.07,5,2,5,5,5,2,5,5,2,4,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Valentine's Mexican Food,Pollo Asado,8/27/2019,,,,,,,5.5,3.5,,,17,21.3,0.61,3,5,4.3,4,4.9,3.8,3,4.5,4,4.6,,Sisi,"i wish there was some really bomb hot sauce, the tortilla is a bit dry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
